ID,:LABEL,accession,name,synonyms,description,taxid
Q6P4H8,Protein,ACKMT_HUMAN,ATPSCKMT,"ACKMT_HUMAN,ATPSCKMT,9606.ENSP00000422338,ENSG00000150756",,9606
P28288-1,Protein,ABCD3_HUMAN,ABCD3,"ABCD3_HUMAN,ABCD3,9606.ENSP00000359233,ENSG00000117528",,9606
Q8NEB7,Protein,ACRBP_HUMAN,ACRBP,"ACRBP_HUMAN,ACRBP,9606.ENSP00000229243,ENSG00000111644",,9606
O43707,Protein,ACTN4_HUMAN,ACTN4,"ACTN4_HUMAN,ACTN4,1WLX,1YDI,2R0O,6O31,6OA6,9606.ENSP00000252699,ENSG00000130402,ENSG00000282844",,9606
Q9NUB1-1,Protein,ACS2L_HUMAN,ACSS1,"ACS2L_HUMAN,ACSS1,3GLR,3GLT,3GLU,4BVE,4BVF,4BVG,4C78,5Y4H,5YTK,9606.ENSP00000316924,ENSG00000154930",,9606
Q03154-1,Protein,ACY1_HUMAN,ACY1,"ACY1_HUMAN,ACY1,1Q7L,9606.ENSP00000384296,ENSG00000243989",,9606
P25100,Protein,ADA1D_HUMAN,ADRA1D,"ADA1D_HUMAN,ADRA1D,9606.ENSP00000368766,CHEMBL223,ENSG00000171873",,9606
Q12979-4,Protein,ABR_HUMAN,ABR,"ABR_HUMAN,ABR,9606.ENSP00000303909,ENSG00000159842,ENSG00000276016,ENSG00000278741",,9606
P45954-2,Protein,ACDSB_HUMAN,ACADSB,"ACDSB_HUMAN,ACADSB,2JIF,9606.ENSP00000357873,ENSG00000196177",,9606
P42684-6,Protein,ABL2_HUMAN,ABL2,"ABL2_HUMAN,ABL2,2ECD,2KK1,2XYN,3GVU,3HMI,3ULR,4EIH,5NP3,5NP5,9606.ENSP00000427562,CHEMBL4014,ENSG00000143322",,9606
Q96GS6,Protein,AB17A_HUMAN,ABHD17A,"AB17A_HUMAN,ABHD17A,ENSG00000129968",,9606
Q2M3G0-2,Protein,ABCB5_HUMAN,ABCB5,"ABCB5_HUMAN,ABCB5,9606.ENSP00000384881,CHEMBL1772928,ENSG00000004846",,9606
A8K2U0-1,Protein,A2ML1_HUMAN,A2ML1,"A2ML1_HUMAN,A2ML1,9606.ENSP00000299698,ENSG00000166535",,9606
P52209-1,Protein,6PGD_HUMAN,PGD,"6PGD_HUMAN,PGD,2JKV,4GWG,4GWK,5UQ9,9606.ENSP00000270776,CHEMBL3404,ENSG00000142657",,9606
Q09428-2,Protein,ABCC8_HUMAN,ABCC8,"ABCC8_HUMAN,ABCC8,6C3O,6C3P,9606.ENSP00000303960,CHEMBL2071,ENSG00000006071",,9606
Q9UH17,Protein,ABC3B_HUMAN,APOBEC3B,"ABC3B_HUMAN,APOBEC3B,2NBQ,5CQD,5CQH,5CQI,5CQK,5SXG,5SXH,5TD5,5TKM,6NFK,6NFL,6NFM,9606.ENSP00000327459,ENSG00000179750",,9606
Q14738,Protein,2A5D_HUMAN,PPP2R5D,"2A5D_HUMAN,PPP2R5D,9606.ENSP00000417963,ENSG00000112640",,9606
Q9BTE6-3,Protein,AASD1_HUMAN,AARSD1,"AASD1_HUMAN,AARSD1,9606.ENSP00000400870,ENSG00000108825,ENSG00000266967",,9606
Q13639,Protein,5HT4R_HUMAN,HTR4,"5HT4R_HUMAN,HTR4,5EM9,9606.ENSP00000353915,CHEMBL1875,ENSG00000164270",,9606
Q15173-1,Protein,2A5B_HUMAN,PPP2R5B,"2A5B_HUMAN,PPP2R5B,9606.ENSP00000164133,ENSG00000068971",,9606
Q9H222-2,Protein,ABCG5_HUMAN,ABCG5,"ABCG5_HUMAN,ABCG5,5DO7,9606.ENSP00000260645,ENSG00000138075",,9606
Q9NR19-1,Protein,ACSA_HUMAN,ACSS2,"ACSA_HUMAN,ACSS2,9606.ENSP00000253382,ENSG00000131069",,9606
P49748,Protein,ACADV_HUMAN,ACADVL,"ACADV_HUMAN,ACADVL,2UXW,3B96,9606.ENSP00000438689,CHEMBL4105892,ENSG00000072778",,9606
Q676U5-3,Protein,A16L1_HUMAN,ATG16L1,"A16L1_HUMAN,ATG16L1,4GDK,4GDL,4NAW,4TQ0,5D7G,5NPV,5NPW,5NUV,5ZYX,9606.ENSP00000375872,ENSG00000085978,ENSG00000281089",,9606
Q969K4-3,Protein,ABTB1_HUMAN,ABTB1,"ABTB1_HUMAN,ABTB1,9606.ENSP00000232744,ENSG00000114626",,9606
Q16537-3,Protein,2A5E_HUMAN,PPP2R5E,"2A5E_HUMAN,PPP2R5E,9606.ENSP00000337641,ENSG00000154001",,9606
Q15067-3,Protein,ACOX1_HUMAN,ACOX1,"ACOX1_HUMAN,ACOX1,9606.ENSP00000293217,CHEMBL4105748,ENSG00000161533",,9606
Q5T8D3-4,Protein,ACBD5_HUMAN,ACBD5,"ACBD5_HUMAN,ACBD5,3FLV,9606.ENSP00000379568,ENSG00000107897",,9606
Q8IZP0-1,Protein,ABI1_HUMAN,ABI1,"ABI1_HUMAN,ABI1,9606.ENSP00000365312,ENSG00000136754",,9606
Q8NFV4-5,Protein,ABHDB_HUMAN,ABHD11,"ABHDB_HUMAN,ABHD11,9606.ENSP00000222800,CHEMBL2189134,ENSG00000106077",,9606
Q6NUN0-1,Protein,ACSM5_HUMAN,ACSM5,"ACSM5_HUMAN,ACSM5,9606.ENSP00000327916,ENSG00000183549",,9606
Q13444-6,Protein,ADA15_HUMAN,ADAM15,"ADA15_HUMAN,ADAM15,9606.ENSP00000349436,CHEMBL2331050,ENSG00000143537",,9606
Q7Z5M8-5,Protein,AB12B_HUMAN,ABHD12B,"AB12B_HUMAN,ABHD12B,9606.ENSP00000336693,ENSG00000131969",,9606
P31941-2,Protein,ABC3A_HUMAN,APOBEC3A,"ABC3A_HUMAN,APOBEC3A,2M65,4XXO,5KEG,5SWW,9606.ENSP00000384359,CHEMBL1741179,ENSG00000128383,ENSG00000262156",,9606
Q96SE0,Protein,ABHD1_HUMAN,ABHD1,"ABHD1_HUMAN,ABHD1,9606.ENSP00000326491,ENSG00000143994",,9606
Q5VST6,Protein,AB17B_HUMAN,ABHD17B,"AB17B_HUMAN,ABHD17B,9606.ENSP00000366240,CHEMBL2189132,ENSG00000107362",,9606
Q96AP0,Protein,ACD_HUMAN,ACD,"ACD_HUMAN,ACD,2I46,5H65,5I2X,5I2Y,5UN7,5XYF,9606.ENSP00000483117,ENSG00000102977",,9606
Q8IUX4,Protein,ABC3F_HUMAN,APOBEC3F,"ABC3F_HUMAN,APOBEC3F,3WUS,4IOU,4J4J,5HX4,5HX5,5W2M,6NIL,9606.ENSP00000309749,CHEMBL2007626,ENSG00000128394",,9606
Q70Z44-1,Protein,5HT3D_HUMAN,HTR3D,"5HT3D_HUMAN,HTR3D,9606.ENSP00000371929,CHEMBL2094132,ENSG00000186090",,9606
Q8IZP0-12,Protein,ABI1_HUMAN,ABI1,"ABI1_HUMAN,ABI1,9606.ENSP00000365312,ENSG00000136754",,9606
Q9UGJ0-3,Protein,AAKG2_HUMAN,PRKAG2,"AAKG2_HUMAN,PRKAG2,9606.ENSP00000287878,CHEMBL2453,ENSG00000106617",,9606
O75027-3,Protein,ABCB7_HUMAN,ABCB7,"ABCB7_HUMAN,ABCB7,9606.ENSP00000253577,ENSG00000131269",,9606
Q5FVE4-1,Protein,ACBG2_HUMAN,ACSBG2,"ACBG2_HUMAN,ACSBG2,9606.ENSP00000465589,ENSG00000130377",,9606
Q9UKU0-4,Protein,ACSL6_HUMAN,ACSL6,"ACSL6_HUMAN,ACSL6,9606.ENSP00000368566,ENSG00000164398",,9606
Q6JQN1-3,Protein,ACD10_HUMAN,ACAD10,"ACD10_HUMAN,ACAD10,9606.ENSP00000389813,CHEMBL4105816,ENSG00000111271",,9606
Q09428-3,Protein,ABCC8_HUMAN,ABCC8,"ABCC8_HUMAN,ABCC8,6C3O,6C3P,9606.ENSP00000303960,CHEMBL2071,ENSG00000006071",,9606
P28222,Protein,5HT1B_HUMAN,HTR1B,"5HT1B_HUMAN,HTR1B,2G1X,4IAQ,4IAR,5V54,6G79,7C61,9606.ENSP00000358963,CHEMBL1898,ENSG00000135312",,9606
Q9UKU0-9,Protein,ACSL6_HUMAN,ACSL6,"ACSL6_HUMAN,ACSL6,9606.ENSP00000368566,ENSG00000164398",,9606
P28288,Protein,ABCD3_HUMAN,ABCD3,"ABCD3_HUMAN,ABCD3,9606.ENSP00000359233,ENSG00000117528",,9606
Q86UQ4-5,Protein,ABCAD_HUMAN,ABCA13,"ABCAD_HUMAN,ABCA13,9606.ENSP00000411096,ENSG00000179869",,9606
O00767,Protein,ACOD_HUMAN,SCD,"ACOD_HUMAN,SCD,4ZYO,9606.ENSP00000359380,CHEMBL5555,ENSG00000099194",,9606
Q969K4,Protein,ABTB1_HUMAN,ABTB1,"ABTB1_HUMAN,ABTB1,9606.ENSP00000232744,ENSG00000114626",,9606
Q9BXI3,Protein,5NT1A_HUMAN,NT5C1A,"5NT1A_HUMAN,NT5C1A,9606.ENSP00000235628,ENSG00000116981",,9606
Q9H172-3,Protein,ABCG4_HUMAN,ABCG4,"ABCG4_HUMAN,ABCG4,9606.ENSP00000481728,ENSG00000172350",,9606
Q8N2K0-3,Protein,ABD12_HUMAN,ABHD12,"ABD12_HUMAN,ABHD12,9606.ENSP00000365725,CHEMBL5516,ENSG00000100997",,9606
O43184-1,Protein,ADA12_HUMAN,ADAM12,"ADA12_HUMAN,ADAM12,9606.ENSP00000357668,CHEMBL5030,ENSG00000148848",,9606
P01011-1,Protein,AACT_HUMAN,SERPINA3,"AACT_HUMAN,SERPINA3,1AS4,1QMN,2ACH,3CAA,3DLW,4CAA,6HGE,9606.ENSP00000450540,CHEMBL5960,ENSG00000196136",,9606
Q9Y305-2,Protein,ACOT9_HUMAN,ACOT9,"ACOT9_HUMAN,ACOT9,9606.ENSP00000368605,CHEMBL4295987,ENSG00000123130",,9606
P05067,Protein,A4_HUMAN,APP,"A4_HUMAN,APP,1AAP,1AMB,1AMC,1AML,1BA4,1BA6,1BJB,1BJC,1BRC,1CA0,1HZ3,1IYT,1MWP,1OWT,1QCM,1QWP,1QXC,1QYT,1TAW,1TKN,1UO7,1UO8,1UOA,1UOI,1X11,1Z0Q,1ZE7,1ZE9,1ZJD,2BEG,2BOM,2BP4,2FJZ,2FK1,2FK2,2FK3,2FKL,2FMA,2G47,2IPU,2LFM,2LLM,2LMN,2LMO,2LMP,2LMQ,2LNQ,2LOH,2LP1,2LZ3,2LZ4,2M4J,2M9R,2M9S,2MGT,2MJ1,2MPZ,2MVX,2MXU,2NAO,2OTK,2R0W,2WK3,2Y29,2Y2A,2Y3J,2Y3K,2Y3L,3AYU,3BAE,3BKJ,3DXC,3DXD,3DXE,3GCI,3IFL,3IFN,3IFO,3IFP,3JQ5,3JQL,3JTI,3KTM,3L33,3L81,3MOQ,3MXC,3MXY,3NYJ,3NYL,3OVJ,3OW9,3PZZ,3Q2X,3SV1,3U0T,3UMH,3UMI,3UMK,4HIX,4JFN,4M1C,4MDR,4MVI,4MVK,4MVL,4NGE,4OJF,4ONF,4ONG,4PQD,4PWQ,4XXD,5AEF,5AM8,5AMB,5BUO,5C67,5CSZ,5HOW,5HOX,5HOY,5KK3,5LFY,5LV0,5MY4,5MYO,5MYX,5ONP,5ONQ,5OQV,5TXD,5VOS,5VZY,5W3P,6CO3,6GFI,6ITU,6IYC,6NB9,6O4J,6OC9,6OIZ,6RHY,6SHS,6TI5,6TI6,6TI7,6WXM,9606.ENSP00000284981,CHEMBL2487,ENSG00000142192",,9606
Q9Y478,Protein,AAKB1_HUMAN,PRKAB1,"AAKB1_HUMAN,PRKAB1,4CFE,4CFF,4ZHX,5EZV,5ISO,6B1U,6C9F,6C9G,6C9H,6C9J,9606.ENSP00000229328,CHEMBL3847,ENSG00000111725",,9606
P12821,Protein,ACE_HUMAN,ACE,"ACE_HUMAN,ACE,1O86,1O8A,1UZE,1UZF,2C6F,2C6N,2IUL,2IUX,2OC2,2XY9,2XYD,2YDM,3BKK,3BKL,3L3N,3NXQ,4APH,4APJ,4BXK,4BZR,4BZS,4C2N,4C2O,4C2P,4C2Q,4C2R,4CA5,4CA6,4UFA,4UFB,5AM8,5AM9,5AMA,5AMB,5AMC,6EN5,6EN6,6F9R,6F9T,6F9U,6F9V,6H5W,6H5X,6QS1,6TT1,6TT3,6TT4,9606.ENSP00000290866,CHEMBL1808,ENSG00000159640",,9606
Q7L8J4-2,Protein,3BP5L_HUMAN,SH3BP5L,"3BP5L_HUMAN,SH3BP5L,9606.ENSP00000355428,ENSG00000175137",,9606
Q8NC06-3,Protein,ACBD4_HUMAN,ACBD4,"ACBD4_HUMAN,ACBD4,2WH5,ENSG00000181513",,9606
Q96IU4-1,Protein,ABHEB_HUMAN,ABHD14B,"ABHEB_HUMAN,ABHD14B,1IMJ,9606.ENSP00000420065,ENSG00000114779",,9606
Q8IZP0,Protein,ABI1_HUMAN,ABI1,"ABI1_HUMAN,ABI1,9606.ENSP00000365312,ENSG00000136754",,9606
Q12979-1,Protein,ABR_HUMAN,ABR,"ABR_HUMAN,ABR,9606.ENSP00000303909,ENSG00000159842,ENSG00000276016,ENSG00000278741",,9606
Q6H8Q1-9,Protein,ABLM2_HUMAN,ABLIM2,"ABLM2_HUMAN,ABLIM2,1V6G,1WIG,2L3X,9606.ENSP00000393511,ENSG00000163995",,9606
Q9GZZ6,Protein,ACH10_HUMAN,CHRNA10,"ACH10_HUMAN,CHRNA10,9606.ENSP00000250699,CHEMBL2109238,ENSG00000129749",,9606
Q01718,Protein,ACTHR_HUMAN,MC2R,"ACTHR_HUMAN,MC2R,9606.ENSP00000333821,CHEMBL1965,ENSG00000185231",,9606
Q6UXT9,Protein,ABH15_HUMAN,ABHD15,"ABH15_HUMAN,ABHD15,9606.ENSP00000302657,ENSG00000168792",,9606
Q5VST6-2,Protein,AB17B_HUMAN,ABHD17B,"AB17B_HUMAN,ABHD17B,9606.ENSP00000366240,CHEMBL2189132,ENSG00000107362",,9606
P30532,Protein,ACHA5_HUMAN,CHRNA5,"ACHA5_HUMAN,CHRNA5,9606.ENSP00000299565,CHEMBL3038461,CHEMBL3137272,CHEMBL3137273,ENSG00000169684",,9606
O15254-1,Protein,ACOX3_HUMAN,ACOX3,"ACOX3_HUMAN,ACOX3,9606.ENSP00000348775,CHEMBL4105817,ENSG00000087008",,9606
Q9UKJ8,Protein,ADA21_HUMAN,ADAM21,"ADA21_HUMAN,ADAM21,9606.ENSP00000474385,ENSG00000139985",,9606
P54619,Protein,AAKG1_HUMAN,PRKAG1,"AAKG1_HUMAN,PRKAG1,2UV4,2UV5,2UV6,2UV7,4CFE,4CFF,4RER,4REW,4ZHX,5EZV,5ISO,6B1U,6B2E,6C9F,6C9G,6C9H,6C9J,9606.ENSP00000323867,CHEMBL2393,ENSG00000181929",,9606
P07311-1,Protein,ACYP1_HUMAN,ACYP1,"ACYP1_HUMAN,ACYP1,2K7J,2K7K,2VH7,2W4C,2W4P,3TOQ,6CBU,9606.ENSP00000238618,ENSG00000119640",,9606
P42684-2,Protein,ABL2_HUMAN,ABL2,"ABL2_HUMAN,ABL2,2ECD,2KK1,2XYN,3GVU,3HMI,3ULR,4EIH,5NP3,5NP5,9606.ENSP00000427562,CHEMBL4014,ENSG00000143322",,9606
A5X5Y0-3,Protein,5HT3E_HUMAN,HTR3E,"5HT3E_HUMAN,HTR3E,9606.ENSP00000406050,CHEMBL4296087,ENSG00000186038",,9606
Q8WU67-2,Protein,ABHD3_HUMAN,ABHD3,"ABHD3_HUMAN,ABHD3,9606.ENSP00000289119,ENSG00000158201",,9606
Q8IUA7-5,Protein,ABCA9_HUMAN,ABCA9,"ABCA9_HUMAN,ABCA9,9606.ENSP00000342216,ENSG00000154258",,9606
Q6JQN1-2,Protein,ACD10_HUMAN,ACAD10,"ACD10_HUMAN,ACAD10,9606.ENSP00000389813,CHEMBL4105816,ENSG00000111271",,9606
Q15825,Protein,ACHA6_HUMAN,CHRNA6,"ACHA6_HUMAN,CHRNA6,9606.ENSP00000276410,CHEMBL2109233,CHEMBL2109237,CHEMBL3137285,ENSG00000147434",,9606
P46098-4,Protein,5HT3A_HUMAN,HTR3A,"5HT3A_HUMAN,HTR3A,9606.ENSP00000347754,CHEMBL1899,ENSG00000166736",,9606
Q15057,Protein,ACAP2_HUMAN,ACAP2,"ACAP2_HUMAN,ACAP2,6IF3,9606.ENSP00000324287,ENSG00000114331",,9606
Q9H221-1,Protein,ABCG8_HUMAN,ABCG8,"ABCG8_HUMAN,ABCG8,5DO7,9606.ENSP00000272286,ENSG00000143921",,9606
P68133,Protein,ACTS_HUMAN,ACTA1,"ACTS_HUMAN,ACTA1,9606.ENSP00000355645,ENSG00000143632",,9606
P63261,Protein,ACTG_HUMAN,ACTG1,"ACTG_HUMAN,ACTG1,5JLH,6CXI,6CXJ,6G2T,6V62,6V63,6WK1,6WK2,9606.ENSP00000458162,ENSG00000184009",,9606
Q8IZ83-2,Protein,A16A1_HUMAN,ALDH16A1,"A16A1_HUMAN,ALDH16A1,9606.ENSP00000293350,CHEMBL4295896,ENSG00000161618",,9606
Q9H172,Protein,ABCG4_HUMAN,ABCG4,"ABCG4_HUMAN,ABCG4,9606.ENSP00000481728,ENSG00000172350",,9606
Q96SE0-1,Protein,ABHD1_HUMAN,ABHD1,"ABHD1_HUMAN,ABHD1,9606.ENSP00000326491,ENSG00000143994",,9606
Q8NC06-2,Protein,ACBD4_HUMAN,ACBD4,"ACBD4_HUMAN,ACBD4,2WH5,ENSG00000181513",,9606
O60239,Protein,3BP5_HUMAN,SH3BP5,"3BP5_HUMAN,SH3BP5,4H3B,6DJL,6IXE,6IXF,6IXG,6IXV,9606.ENSP00000373301,ENSG00000131370",,9606
Q9UH17-3,Protein,ABC3B_HUMAN,APOBEC3B,"ABC3B_HUMAN,APOBEC3B,2NBQ,5CQD,5CQH,5CQI,5CQK,5SXG,5SXH,5TD5,5TKM,6NFK,6NFL,6NFM,9606.ENSP00000327459,ENSG00000179750",,9606
Q6PCB6-1,Protein,AB17C_HUMAN,ABHD17C,"AB17C_HUMAN,ABHD17C,9606.ENSP00000258884,ENSG00000136379",,9606
Q13362,Protein,2A5G_HUMAN,PPP2R5C,"2A5G_HUMAN,PPP2R5C,2IAE,2JAK,2NPP,2NYL,2NYM,3FGA,5JJA,5K6S,5SW9,5SWF,6OYL,6VOY,6VRO,9606.ENSP00000412324,ENSG00000078304",,9606
Q8IUX4-1,Protein,ABC3F_HUMAN,APOBEC3F,"ABC3F_HUMAN,APOBEC3F,3WUS,4IOU,4J4J,5HX4,5HX5,5W2M,6NIL,9606.ENSP00000309749,CHEMBL2007626,ENSG00000128394",,9606
Q2M3G0-3,Protein,ABCB5_HUMAN,ABCB5,"ABCB5_HUMAN,ABCB5,9606.ENSP00000384881,CHEMBL1772928,ENSG00000004846",,9606
Q9UKU0-1,Protein,ACSL6_HUMAN,ACSL6,"ACSL6_HUMAN,ACSL6,9606.ENSP00000368566,ENSG00000164398",,9606
Q9BYX7,Protein,ACTBM_HUMAN,POTEKP,"ACTBM_HUMAN,POTEKP",,9606
Q9Y235,Protein,ABEC2_HUMAN,APOBEC2,"ABEC2_HUMAN,APOBEC2,2NYT,9606.ENSP00000244669,ENSG00000124701",,9606
Q6H8Q1-8,Protein,ABLM2_HUMAN,ABLIM2,"ABLM2_HUMAN,ABLIM2,1V6G,1WIG,2L3X,9606.ENSP00000393511,ENSG00000163995",,9606
Q9UGI9,Protein,AAKG3_HUMAN,PRKAG3,"AAKG3_HUMAN,PRKAG3,9606.ENSP00000397133,CHEMBL3038452,CHEMBL3038457,CHEMBL4106159,CHEMBL4106162,ENSG00000115592",,9606
P49748-1,Protein,ACADV_HUMAN,ACADVL,"ACADV_HUMAN,ACADVL,2UXW,3B96,9606.ENSP00000438689,CHEMBL4105892,ENSG00000072778",,9606
Q13444-11,Protein,ADA15_HUMAN,ADAM15,"ADA15_HUMAN,ADAM15,9606.ENSP00000349436,CHEMBL2331050,ENSG00000143537",,9606
P21589-1,Protein,5NTD_HUMAN,NT5E,"5NTD_HUMAN,NT5E,4H1S,4H1Y,4H2B,4H2F,4H2G,4H2I,6HXW,6S7F,6S7H,6TVE,6TVG,6TVX,6TW0,6TWA,6TWF,6XUE,6XUG,6XUQ,6Z9B,9606.ENSP00000257770,CHEMBL5957,ENSG00000135318",,9606
Q96CM8-3,Protein,ACSF2_HUMAN,ACSF2,"ACSF2_HUMAN,ACSF2,9606.ENSP00000401831,ENSG00000167107",,9606
P05067-7,Protein,A4_HUMAN,APP,"A4_HUMAN,APP,1AAP,1AMB,1AMC,1AML,1BA4,1BA6,1BJB,1BJC,1BRC,1CA0,1HZ3,1IYT,1MWP,1OWT,1QCM,1QWP,1QXC,1QYT,1TAW,1TKN,1UO7,1UO8,1UOA,1UOI,1X11,1Z0Q,1ZE7,1ZE9,1ZJD,2BEG,2BOM,2BP4,2FJZ,2FK1,2FK2,2FK3,2FKL,2FMA,2G47,2IPU,2LFM,2LLM,2LMN,2LMO,2LMP,2LMQ,2LNQ,2LOH,2LP1,2LZ3,2LZ4,2M4J,2M9R,2M9S,2MGT,2MJ1,2MPZ,2MVX,2MXU,2NAO,2OTK,2R0W,2WK3,2Y29,2Y2A,2Y3J,2Y3K,2Y3L,3AYU,3BAE,3BKJ,3DXC,3DXD,3DXE,3GCI,3IFL,3IFN,3IFO,3IFP,3JQ5,3JQL,3JTI,3KTM,3L33,3L81,3MOQ,3MXC,3MXY,3NYJ,3NYL,3OVJ,3OW9,3PZZ,3Q2X,3SV1,3U0T,3UMH,3UMI,3UMK,4HIX,4JFN,4M1C,4MDR,4MVI,4MVK,4MVL,4NGE,4OJF,4ONF,4ONG,4PQD,4PWQ,4XXD,5AEF,5AM8,5AMB,5BUO,5C67,5CSZ,5HOW,5HOX,5HOY,5KK3,5LFY,5LV0,5MY4,5MYO,5MYX,5ONP,5ONQ,5OQV,5TXD,5VOS,5VZY,5W3P,6CO3,6GFI,6ITU,6IYC,6NB9,6O4J,6OC9,6OIZ,6RHY,6SHS,6TI5,6TI6,6TI7,6WXM,9606.ENSP00000284981,CHEMBL2487,ENSG00000142192",,9606
A7E2S9,Protein,A30BL_HUMAN,ANKRD30BL,"A30BL_HUMAN,ANKRD30BL,9606.ENSP00000386398,ENSG00000163046",,9606
Q8IUA7-1,Protein,ABCA9_HUMAN,ABCA9,"ABCA9_HUMAN,ABCA9,9606.ENSP00000342216,ENSG00000154258",,9606
Q6NTF7-3,Protein,ABC3H_HUMAN,APOBEC3H,"ABC3H_HUMAN,APOBEC3H,5W45,6B0B,6BBO,9606.ENSP00000385741,ENSG00000100298",,9606
P45844-2,Protein,ABCG1_HUMAN,ABCG1,"ABCG1_HUMAN,ABCG1,9606.ENSP00000354995,ENSG00000160179",,9606
Q9H172-2,Protein,ABCG4_HUMAN,ABCG4,"ABCG4_HUMAN,ABCG4,9606.ENSP00000481728,ENSG00000172350",,9606
Q9P2A4-2,Protein,ABI3_HUMAN,ABI3,"ABI3_HUMAN,ABI3,9606.ENSP00000225941,ENSG00000108798",,9606
Q86UQ4-2,Protein,ABCAD_HUMAN,ABCA13,"ABCAD_HUMAN,ABCA13,9606.ENSP00000411096,ENSG00000179869",,9606
P46098-1,Protein,5HT3A_HUMAN,HTR3A,"5HT3A_HUMAN,HTR3A,9606.ENSP00000347754,CHEMBL1899,ENSG00000166736",,9606
Q9UGI9-2,Protein,AAKG3_HUMAN,PRKAG3,"AAKG3_HUMAN,PRKAG3,9606.ENSP00000397133,CHEMBL3038452,CHEMBL3038457,CHEMBL4106159,CHEMBL4106162,ENSG00000115592",,9606
P11229,Protein,ACM1_HUMAN,CHRM1,"ACM1_HUMAN,CHRM1,5CXV,6OIJ,6WJC,9606.ENSP00000306490,CHEMBL216,ENSG00000168539",,9606
P36544,Protein,ACHA7_HUMAN,CHRNA7,"ACHA7_HUMAN,CHRNA7,2MAW,5AFH,5AFJ,5AFK,5AFL,5AFM,5AFN,9606.ENSP00000407546,CHEMBL2492,ENSG00000175344",,9606
P36639,Protein,8ODP_HUMAN,NUDT1,"8ODP_HUMAN,NUDT1,1IRY,3Q93,3WHW,3ZR0,3ZR1,4C9W,4C9X,4N1T,4N1U,5ANS,5ANT,5ANU,5ANV,5ANW,5FSI,5FSK,5FSL,5FSM,5FSN,5FSO,5GHI,5GHJ,5GHM,5GHN,5GHO,5GHP,5GHQ,5NGR,5NGS,5NGT,5NHY,5OTM,5WS7,6AA3,6AA4,6AA5,6EQ2,6EQ3,6EQ4,6EQ5,6EQ6,6EQ7,6F1X,6F20,6F22,6F23,6GLE,6GLF,6GLG,6GLH,6GLI,6GLJ,6GLK,6GLL,6GLM,6GLN,6GLO,6GLP,6GLQ,6GLR,6GLS,6GLT,6GLU,6GLV,6IJY,6ILI,6IMZ,6QVO,6US2,6US3,6US4,9606.ENSP00000380241,CHEMBL3708265,ENSG00000106268",,9606
Q9UH17-2,Protein,ABC3B_HUMAN,APOBEC3B,"ABC3B_HUMAN,APOBEC3B,2NBQ,5CQD,5CQH,5CQI,5CQK,5SXG,5SXH,5TD5,5TKM,6NFK,6NFL,6NFM,9606.ENSP00000327459,ENSG00000179750",,9606
P28566,Protein,5HT1E_HUMAN,HTR1E,"5HT1E_HUMAN,HTR1E,9606.ENSP00000307766,CHEMBL2182,ENSG00000168830",,9606
Q13362-1,Protein,2A5G_HUMAN,PPP2R5C,"2A5G_HUMAN,PPP2R5C,2IAE,2JAK,2NPP,2NYL,2NYM,3FGA,5JJA,5K6S,5SW9,5SWF,6OYL,6VOY,6VRO,9606.ENSP00000412324,ENSG00000078304",,9606
P01011-3,Protein,AACT_HUMAN,SERPINA3,"AACT_HUMAN,SERPINA3,1AS4,1QMN,2ACH,3CAA,3DLW,4CAA,6HGE,9606.ENSP00000450540,CHEMBL5960,ENSG00000196136",,9606
Q9Y2T4-3,Protein,2ABG_HUMAN,PPP2R2C,"2ABG_HUMAN,PPP2R2C,9606.ENSP00000335083,ENSG00000074211",,9606
Q15822-1,Protein,ACHA2_HUMAN,CHRNA2,"ACHA2_HUMAN,CHRNA2,5FJV,9606.ENSP00000385026,CHEMBL2109230,CHEMBL2109236,ENSG00000120903",,9606
Q86V21,Protein,AACS_HUMAN,AACS,"AACS_HUMAN,AACS,9606.ENSP00000324842,ENSG00000081760",,9606
Q96QF7,Protein,ACRC_HUMAN,GCNA,"ACRC_HUMAN,GCNA,9606.ENSP00000362799,ENSG00000147174",,9606
P00505,Protein,AATM_HUMAN,GOT2,"AATM_HUMAN,GOT2,5AX8,9606.ENSP00000245206,ENSG00000125166",,9606
Q8IZ83,Protein,A16A1_HUMAN,ALDH16A1,"A16A1_HUMAN,ALDH16A1,9606.ENSP00000293350,CHEMBL4295896,ENSG00000161618",,9606
Q15758,Protein,AAAT_HUMAN,SLC1A5,"AAAT_HUMAN,SLC1A5,5LLM,5LLU,5LM4,5MJU,6GCT,6MP6,6MPB,6RVX,6RVY,9606.ENSP00000444408,CHEMBL3562162,ENSG00000105281",,9606
P28288-2,Protein,ABCD3_HUMAN,ABCD3,"ABCD3_HUMAN,ABCD3,9606.ENSP00000359233,ENSG00000117528",,9606
P29372-4,Protein,3MG_HUMAN,MPG,"3MG_HUMAN,MPG,1BNK,1EWN,1F4R,1F6O,3QI5,3UBY,9606.ENSP00000219431,CHEMBL3396943,ENSG00000103152",,9606
P05408-1,Protein,7B2_HUMAN,SCG5,"7B2_HUMAN,SCG5,9606.ENSP00000300175,ENSG00000166922,ENSG00000277614,ENSG00000281931",,9606
Q9H013-1,Protein,ADA19_HUMAN,ADAM19,"ADA19_HUMAN,ADAM19,9606.ENSP00000257527,ENSG00000135074",,9606
