ID,:LABEL,accession,name,synonyms,description,taxid
P05067-2,Protein,A4_HUMAN,APP,"A4_HUMAN,APP,1AAP,1AMB,1AMC,1AML,1BA4,1BA6,1BJB,1BJC,1BRC,1CA0,1HZ3,1IYT,1MWP,1OWT,1QCM,1QWP,1QXC,1QYT,1TAW,1TKN,1UO7,1UO8,1UOA,1UOI,1X11,1Z0Q,1ZE7,1ZE9,1ZJD,2BEG,2BOM,2BP4,2FJZ,2FK1,2FK2,2FK3,2FKL,2FMA,2G47,2IPU,2LFM,2LLM,2LMN,2LMO,2LMP,2LMQ,2LNQ,2LOH,2LP1,2LZ3,2LZ4,2M4J,2M9R,2M9S,2MGT,2MJ1,2MPZ,2MVX,2MXU,2NAO,2OTK,2R0W,2WK3,2Y29,2Y2A,2Y3J,2Y3K,2Y3L,3AYU,3BAE,3BKJ,3DXC,3DXD,3DXE,3GCI,3IFL,3IFN,3IFO,3IFP,3JQ5,3JQL,3JTI,3KTM,3L33,3L81,3MOQ,3MXC,3MXY,3NYJ,3NYL,3OVJ,3OW9,3PZZ,3Q2X,3SV1,3U0T,3UMH,3UMI,3UMK,4HIX,4JFN,4M1C,4MDR,4MVI,4MVK,4MVL,4NGE,4OJF,4ONF,4ONG,4PQD,4PWQ,4XXD,5AEF,5AM8,5AMB,5BUO,5C67,5CSZ,5HOW,5HOX,5HOY,5KK3,5LFY,5LV0,5MY4,5MYO,5MYX,5ONP,5ONQ,5OQV,5TXD,5VOS,5VZY,5W3P,6CO3,6GFI,6ITU,6IYC,6NB9,6O4J,6OC9,6OIZ,6RHY,6SHS,6TI5,6TI6,6TI7,6WXM,9606.ENSP00000284981,CHEMBL2487,ENSG00000142192",,9606
O95573,Protein,ACSL3_HUMAN,ACSL3,"ACSL3_HUMAN,ACSL3,9606.ENSP00000350012,ENSG00000123983",,9606
Q9P0K1-3,Protein,ADA22_HUMAN,ADAM22,"ADA22_HUMAN,ADAM22,3G5C,5Y2Z,5Y31,9606.ENSP00000265727,ENSG00000008277",,9606
Q7Z5R6-1,Protein,AB1IP_HUMAN,APBB1IP,"AB1IP_HUMAN,APBB1IP,2MWN,3ZDL,9606.ENSP00000365411,ENSG00000077420",,9606
Q8IZY2,Protein,ABCA7_HUMAN,ABCA7,"ABCA7_HUMAN,ABCA7,9606.ENSP00000263094,ENSG00000064687",,9606
Q6NTF7,Protein,ABC3H_HUMAN,APOBEC3H,"ABC3H_HUMAN,APOBEC3H,5W45,6B0B,6BBO,9606.ENSP00000385741,ENSG00000100298",,9606
Q8IZP0-4,Protein,ABI1_HUMAN,ABI1,"ABI1_HUMAN,ABI1,9606.ENSP00000365312,ENSG00000136754",,9606
P22303-2,Protein,ACES_HUMAN,ACHE,"ACES_HUMAN,ACHE,1B41,1F8U,1PUV,1PUW,1VZJ,2CLJ,2X8B,3LII,4BDT,4EY4,4EY5,4EY6,4EY7,4EY8,4M0E,4M0F,4PQE,5FOQ,5FPQ,5HF5,5HF6,5HF8,5HF9,5HFA,6CQT,6CQU,6CQV,6CQW,6CQX,6CQY,6CQZ,6F25,6NEA,6NTG,6NTH,6NTK,6NTL,6NTM,6NTN,6NTO,6O4W,6O4X,6O50,6O52,6O5R,6O5S,6O5V,6O66,6O69,6U34,6U37,6U3P,9606.ENSP00000303211,CHEMBL220,ENSG00000087085",,9606
P36639-3,Protein,8ODP_HUMAN,NUDT1,"8ODP_HUMAN,NUDT1,1IRY,3Q93,3WHW,3ZR0,3ZR1,4C9W,4C9X,4N1T,4N1U,5ANS,5ANT,5ANU,5ANV,5ANW,5FSI,5FSK,5FSL,5FSM,5FSN,5FSO,5GHI,5GHJ,5GHM,5GHN,5GHO,5GHP,5GHQ,5NGR,5NGS,5NGT,5NHY,5OTM,5WS7,6AA3,6AA4,6AA5,6EQ2,6EQ3,6EQ4,6EQ5,6EQ6,6EQ7,6F1X,6F20,6F22,6F23,6GLE,6GLF,6GLG,6GLH,6GLI,6GLJ,6GLK,6GLL,6GLM,6GLN,6GLO,6GLP,6GLQ,6GLR,6GLS,6GLT,6GLU,6GLV,6IJY,6ILI,6IMZ,6QVO,6US2,6US3,6US4,9606.ENSP00000380241,CHEMBL3708265,ENSG00000106268",,9606
Q86V21-3,Protein,AACS_HUMAN,AACS,"AACS_HUMAN,AACS,9606.ENSP00000324842,ENSG00000081760",,9606
P07108,Protein,ACBP_HUMAN,DBI,"ACBP_HUMAN,DBI,2CB8,2FJ9,9606.ENSP00000439012,ENSG00000155368",,9606
P21399,Protein,ACOC_HUMAN,ACO1,"ACOC_HUMAN,ACO1,2B3X,2B3Y,9606.ENSP00000309477,ENSG00000122729",,9606
O43184-4,Protein,ADA12_HUMAN,ADAM12,"ADA12_HUMAN,ADAM12,9606.ENSP00000357668,CHEMBL5030,ENSG00000148848",,9606
Q4L235-2,Protein,ACSF4_HUMAN,AASDH,"ACSF4_HUMAN,AASDH,9606.ENSP00000205214,ENSG00000157426",,9606
P11229-1,Protein,ACM1_HUMAN,CHRM1,"ACM1_HUMAN,CHRM1,5CXV,6OIJ,6WJC,9606.ENSP00000306490,CHEMBL216,ENSG00000168539",,9606
Q8IZP0-10,Protein,ABI1_HUMAN,ABI1,"ABI1_HUMAN,ABI1,9606.ENSP00000365312,ENSG00000136754",,9606
P05067-1,Protein,A4_HUMAN,APP,"A4_HUMAN,APP,1AAP,1AMB,1AMC,1AML,1BA4,1BA6,1BJB,1BJC,1BRC,1CA0,1HZ3,1IYT,1MWP,1OWT,1QCM,1QWP,1QXC,1QYT,1TAW,1TKN,1UO7,1UO8,1UOA,1UOI,1X11,1Z0Q,1ZE7,1ZE9,1ZJD,2BEG,2BOM,2BP4,2FJZ,2FK1,2FK2,2FK3,2FKL,2FMA,2G47,2IPU,2LFM,2LLM,2LMN,2LMO,2LMP,2LMQ,2LNQ,2LOH,2LP1,2LZ3,2LZ4,2M4J,2M9R,2M9S,2MGT,2MJ1,2MPZ,2MVX,2MXU,2NAO,2OTK,2R0W,2WK3,2Y29,2Y2A,2Y3J,2Y3K,2Y3L,3AYU,3BAE,3BKJ,3DXC,3DXD,3DXE,3GCI,3IFL,3IFN,3IFO,3IFP,3JQ5,3JQL,3JTI,3KTM,3L33,3L81,3MOQ,3MXC,3MXY,3NYJ,3NYL,3OVJ,3OW9,3PZZ,3Q2X,3SV1,3U0T,3UMH,3UMI,3UMK,4HIX,4JFN,4M1C,4MDR,4MVI,4MVK,4MVL,4NGE,4OJF,4ONF,4ONG,4PQD,4PWQ,4XXD,5AEF,5AM8,5AMB,5BUO,5C67,5CSZ,5HOW,5HOX,5HOY,5KK3,5LFY,5LV0,5MY4,5MYO,5MYX,5ONP,5ONQ,5OQV,5TXD,5VOS,5VZY,5W3P,6CO3,6GFI,6ITU,6IYC,6NB9,6O4J,6OC9,6OIZ,6RHY,6SHS,6TI5,6TI6,6TI7,6WXM,9606.ENSP00000284981,CHEMBL2487,ENSG00000142192",,9606
O75027-2,Protein,ABCB7_HUMAN,ABCB7,"ABCB7_HUMAN,ABCB7,9606.ENSP00000253577,ENSG00000131269",,9606
P45844,Protein,ABCG1_HUMAN,ABCG1,"ABCG1_HUMAN,ABCG1,9606.ENSP00000354995,ENSG00000160179",,9606
Q9NUJ1,Protein,ABHDA_HUMAN,ABHD10,"ABHDA_HUMAN,ABHD10,9606.ENSP00000273359,ENSG00000144827",,9606
Q8WYK0-1,Protein,ACO12_HUMAN,ACOT12,"ACO12_HUMAN,ACOT12,3B7K,4MOB,4MOC,9606.ENSP00000303246,ENSG00000172497",,9606
Q5VST6-1,Protein,AB17B_HUMAN,ABHD17B,"AB17B_HUMAN,ABHD17B,9606.ENSP00000366240,CHEMBL2189132,ENSG00000107362",,9606
Q07912-2,Protein,ACK1_HUMAN,TNK2,"ACK1_HUMAN,TNK2,1CF4,1U46,1U4D,1U54,3EQP,3EQR,4EWH,4HZR,4HZS,4ID7,5ZXB,9606.ENSP00000371341,CHEMBL4599,ENSG00000061938",,9606
P29372-5,Protein,3MG_HUMAN,MPG,"3MG_HUMAN,MPG,1BNK,1EWN,1F4R,1F6O,3QI5,3UBY,9606.ENSP00000219431,CHEMBL3396943,ENSG00000103152",,9606
Q8NFV4-3,Protein,ABHDB_HUMAN,ABHD11,"ABHDB_HUMAN,ABHD11,9606.ENSP00000222800,CHEMBL2189134,ENSG00000106077",,9606
Q8WU67-1,Protein,ABHD3_HUMAN,ABHD3,"ABHD3_HUMAN,ABHD3,9606.ENSP00000289119,ENSG00000158201",,9606
Q6UWZ7,Protein,ABRX1_HUMAN,ABRAXAS1,"ABRX1_HUMAN,ABRAXAS1,4JLU,4U4A,4Y18,4Y2G,9606.ENSP00000369857,ENSG00000163322",,9606
O14678,Protein,ABCD4_HUMAN,ABCD4,"ABCD4_HUMAN,ABCD4,6JBJ,9606.ENSP00000349396,ENSG00000119688",,9606
O43741-1,Protein,AAKB2_HUMAN,PRKAB2,"AAKB2_HUMAN,PRKAB2,2F15,2V8Q,2V92,2V9J,2Y8L,2Y8Q,2YA3,4CFH,4EAI,4EAJ,4RER,4REW,6B2E,9606.ENSP00000254101,CHEMBL2117,ENSG00000131791",,9606
Q6PD74-2,Protein,AAGAB_HUMAN,AAGAB,"AAGAB_HUMAN,AAGAB,9606.ENSP00000261880,ENSG00000103591",,9606
Q8WWZ4-2,Protein,ABCAA_HUMAN,ABCA10,"ABCAA_HUMAN,ABCA10,9606.ENSP00000269081,ENSG00000154263",,9606
O60706-1,Protein,ABCC9_HUMAN,ABCC9,"ABCC9_HUMAN,ABCC9,9606.ENSP00000261200,CHEMBL1971,ENSG00000069431",,9606
Q5JWF8,Protein,ACL10_HUMAN,ACTL10,"ACL10_HUMAN,ACTL10,9606.ENSP00000329647,ENSG00000182584",,9606
Q9Y3Q7,Protein,ADA18_HUMAN,ADAM18,"ADA18_HUMAN,ADAM18,9606.ENSP00000265707,ENSG00000168619,ENSG00000278548",,9606
O43707-3,Protein,ACTN4_HUMAN,ACTN4,"ACTN4_HUMAN,ACTN4,1WLX,1YDI,2R0O,6O31,6OA6,9606.ENSP00000252699,ENSG00000130402,ENSG00000282844",,9606
O75077,Protein,ADA23_HUMAN,ADAM23,"ADA23_HUMAN,ADAM23,9606.ENSP00000264377,ENSG00000114948",,9606
P78363,Protein,ABCA4_HUMAN,ABCA4,"ABCA4_HUMAN,ABCA4,9606.ENSP00000359245,ENSG00000198691",,9606
Q6NTF7-1,Protein,ABC3H_HUMAN,APOBEC3H,"ABC3H_HUMAN,APOBEC3H,5W45,6B0B,6BBO,9606.ENSP00000385741,ENSG00000100298",,9606
Q15172-1,Protein,2A5A_HUMAN,PPP2R5A,"2A5A_HUMAN,PPP2R5A,6NTS,9606.ENSP00000261461,CHEMBL4763,ENSG00000066027",,9606
Q9NQ94,Protein,A1CF_HUMAN,A1CF,"A1CF_HUMAN,A1CF,2CPD,9606.ENSP00000378868,ENSG00000148584",,9606
O60516,Protein,4EBP3_HUMAN,EIF4EBP3,"4EBP3_HUMAN,EIF4EBP3,9606.ENSP00000308472,ENSG00000243056",,9606
P61221,Protein,ABCE1_HUMAN,ABCE1,"ABCE1_HUMAN,ABCE1,6ZME,9606.ENSP00000296577,ENSG00000164163",,9606
P17174,Protein,AATC_HUMAN,GOT1,"AATC_HUMAN,GOT1,3II0,3WZF,6DNA,6DNB,6DND,9606.ENSP00000359539,CHEMBL2189139,ENSG00000120053",,9606
Q13639-8,Protein,5HT4R_HUMAN,HTR4,"5HT4R_HUMAN,HTR4,5EM9,9606.ENSP00000353915,CHEMBL1875,ENSG00000164270",,9606
P16219,Protein,ACADS_HUMAN,ACADS,"ACADS_HUMAN,ACADS,2VIG,9606.ENSP00000242592,ENSG00000122971",,9606
P30926-1,Protein,ACHB4_HUMAN,CHRNB4,"ACHB4_HUMAN,CHRNB4,2ASG,6PV7,6PV8,9606.ENSP00000261751,CHEMBL1907591,CHEMBL1907594,CHEMBL2109230,CHEMBL3038459,CHEMBL3137273,CHEMBL3137285,CHEMBL3885595,ENSG00000117971",,9606
Q9NUB1-4,Protein,ACS2L_HUMAN,ACSS1,"ACS2L_HUMAN,ACSS1,3GLR,3GLT,3GLU,4BVE,4BVF,4BVG,4C78,5Y4H,5YTK,9606.ENSP00000316924,ENSG00000154930",,9606
O14639-1,Protein,ABLM1_HUMAN,ABLIM1,"ABLM1_HUMAN,ABLIM1,9606.ENSP00000277895,ENSG00000099204",,9606
Q9NRA8-1,Protein,4ET_HUMAN,EIF4ENIF1,"4ET_HUMAN,EIF4ENIF1,5ANR,6F9W,6X2R,9606.ENSP00000380659,ENSG00000184708",,9606
P28223-2,Protein,5HT2A_HUMAN,HTR2A,"5HT2A_HUMAN,HTR2A,6A93,6A94,9606.ENSP00000437737,CHEMBL224,ENSG00000102468",,9606
Q15067,Protein,ACOX1_HUMAN,ACOX1,"ACOX1_HUMAN,ACOX1,9606.ENSP00000293217,CHEMBL4105748,ENSG00000161533",,9606
P28335,Protein,5HT2C_HUMAN,HTR2C,"5HT2C_HUMAN,HTR2C,6BQG,6BQH,9606.ENSP00000276198,CHEMBL225,ENSG00000147246",,9606
Q86V21-2,Protein,AACS_HUMAN,AACS,"AACS_HUMAN,AACS,9606.ENSP00000324842,ENSG00000081760",,9606
P05067-8,Protein,A4_HUMAN,APP,"A4_HUMAN,APP,1AAP,1AMB,1AMC,1AML,1BA4,1BA6,1BJB,1BJC,1BRC,1CA0,1HZ3,1IYT,1MWP,1OWT,1QCM,1QWP,1QXC,1QYT,1TAW,1TKN,1UO7,1UO8,1UOA,1UOI,1X11,1Z0Q,1ZE7,1ZE9,1ZJD,2BEG,2BOM,2BP4,2FJZ,2FK1,2FK2,2FK3,2FKL,2FMA,2G47,2IPU,2LFM,2LLM,2LMN,2LMO,2LMP,2LMQ,2LNQ,2LOH,2LP1,2LZ3,2LZ4,2M4J,2M9R,2M9S,2MGT,2MJ1,2MPZ,2MVX,2MXU,2NAO,2OTK,2R0W,2WK3,2Y29,2Y2A,2Y3J,2Y3K,2Y3L,3AYU,3BAE,3BKJ,3DXC,3DXD,3DXE,3GCI,3IFL,3IFN,3IFO,3IFP,3JQ5,3JQL,3JTI,3KTM,3L33,3L81,3MOQ,3MXC,3MXY,3NYJ,3NYL,3OVJ,3OW9,3PZZ,3Q2X,3SV1,3U0T,3UMH,3UMI,3UMK,4HIX,4JFN,4M1C,4MDR,4MVI,4MVK,4MVL,4NGE,4OJF,4ONF,4ONG,4PQD,4PWQ,4XXD,5AEF,5AM8,5AMB,5BUO,5C67,5CSZ,5HOW,5HOX,5HOY,5KK3,5LFY,5LV0,5MY4,5MYO,5MYX,5ONP,5ONQ,5OQV,5TXD,5VOS,5VZY,5W3P,6CO3,6GFI,6ITU,6IYC,6NB9,6O4J,6OC9,6OIZ,6RHY,6SHS,6TI5,6TI6,6TI7,6WXM,9606.ENSP00000284981,CHEMBL2487,ENSG00000142192",,9606
Q99424,Protein,ACOX2_HUMAN,ACOX2,"ACOX2_HUMAN,ACOX2,9606.ENSP00000307697,ENSG00000168306",,9606
Q8N5Z0-1,Protein,AADAT_HUMAN,AADAT,"AADAT_HUMAN,AADAT,2QLR,2R2N,2VGZ,2XH1,3DC1,3UE8,4GDY,4GE4,4GE7,4GE9,4GEB,5EFS,5EUN,5TF5,6D0A,6T8P,6T8Q,9606.ENSP00000423190,CHEMBL2046259,ENSG00000109576",,9606
Q8NHS2,Protein,AATC2_HUMAN,GOT1L1,"AATC2_HUMAN,GOT1L1,9606.ENSP00000303077,ENSG00000169154",,9606
P0C7M7,Protein,ACSM4_HUMAN,ACSM4,"ACSM4_HUMAN,ACSM4,9606.ENSP00000382349,ENSG00000215009",,9606
Q9H2F3-2,Protein,3BHS7_HUMAN,HSD3B7,"3BHS7_HUMAN,HSD3B7,9606.ENSP00000297679,ENSG00000099377",,9606
P31937,Protein,3HIDH_HUMAN,HIBADH,"3HIDH_HUMAN,HIBADH,2GF2,2I9P,9606.ENSP00000265395,ENSG00000106049",,9606
P36896-4,Protein,ACV1B_HUMAN,ACVR1B,"ACV1B_HUMAN,ACVR1B,9606.ENSP00000442656,CHEMBL5310,ENSG00000135503",,9606
Q8N139-2,Protein,ABCA6_HUMAN,ABCA6,"ABCA6_HUMAN,ABCA6,9606.ENSP00000284425,ENSG00000154262",,9606
P49748-2,Protein,ACADV_HUMAN,ACADVL,"ACADV_HUMAN,ACADVL,2UXW,3B96,9606.ENSP00000438689,CHEMBL4105892,ENSG00000072778",,9606
Q96CM8-1,Protein,ACSF2_HUMAN,ACSF2,"ACSF2_HUMAN,ACSF2,9606.ENSP00000401831,ENSG00000167107",,9606
Q9UKQ2,Protein,ADA28_HUMAN,ADAM28,"ADA28_HUMAN,ADAM28,9606.ENSP00000265769,ENSG00000042980",,9606
Q8NER5-3,Protein,ACV1C_HUMAN,ACVR1C,"ACV1C_HUMAN,ACVR1C,9606.ENSP00000243349,CHEMBL5642,ENSG00000123612",,9606
Q9ULC5,Protein,ACSL5_HUMAN,ACSL5,"ACSL5_HUMAN,ACSL5,9606.ENSP00000348429,CHEMBL4105818,ENSG00000197142",,9606
Q9UKU0-8,Protein,ACSL6_HUMAN,ACSL6,"ACSL6_HUMAN,ACSL6,9606.ENSP00000368566,ENSG00000164398",,9606
O60706-2,Protein,ABCC9_HUMAN,ABCC9,"ABCC9_HUMAN,ABCC9,9606.ENSP00000261200,CHEMBL1971,ENSG00000069431",,9606
O14672-1,Protein,ADA10_HUMAN,ADAM10,"ADA10_HUMAN,ADAM10,1M1I,6BDZ,6BE6,9606.ENSP00000260408,CHEMBL5028,ENSG00000137845",,9606
Q9UBJ2,Protein,ABCD2_HUMAN,ABCD2,"ABCD2_HUMAN,ABCD2,9606.ENSP00000310688,ENSG00000173208",,9606
P63104-1,Protein,1433Z_HUMAN,YWHAZ,"1433Z_HUMAN,YWHAZ,1IB1,1QJA,1QJB,2C1J,2C1N,2O02,2WH0,3CU8,3NKX,3RDH,4BG6,4FJ3,4HKC,4IHL,4N7G,4N7Y,4N84,4WRQ,4ZDR,5D2D,5D3F,5EWZ,5EXA,5J31,5JM4,5M35,5M36,5M37,5NAS,5ULO,5WXN,5XY9,6EF5,6EJL,6EWW,6F08,6F09,6FN9,6FNA,6FNB,6FNC,6Q0K,6RLZ,6U2H,9606.ENSP00000379287,CHEMBL4105899,ENSG00000164924",,9606
Q6H8Q1-2,Protein,ABLM2_HUMAN,ABLIM2,"ABLM2_HUMAN,ABLIM2,1V6G,1WIG,2L3X,9606.ENSP00000393511,ENSG00000163995",,9606
Q86UQ4-3,Protein,ABCAD_HUMAN,ABCA13,"ABCAD_HUMAN,ABCA13,9606.ENSP00000411096,ENSG00000179869",,9606
P52209,Protein,6PGD_HUMAN,PGD,"6PGD_HUMAN,PGD,2JKV,4GWG,4GWK,5UQ9,9606.ENSP00000270776,CHEMBL3404,ENSG00000142657",,9606
P46952,Protein,3HAO_HUMAN,HAAO,"3HAO_HUMAN,HAAO,2QNK,5TK5,5TKQ,9606.ENSP00000294973,CHEMBL3108657,ENSG00000162882",,9606
Q96QU6,Protein,1A1L1_HUMAN,ACCS,"1A1L1_HUMAN,ACCS,9606.ENSP00000263776,ENSG00000110455",,9606
Q96P50-1,Protein,ACAP3_HUMAN,ACAP3,"ACAP3_HUMAN,ACAP3,9606.ENSP00000346733,ENSG00000131584",,9606
Q9UKU0-5,Protein,ACSL6_HUMAN,ACSL6,"ACSL6_HUMAN,ACSL6,9606.ENSP00000368566,ENSG00000164398",,9606
Q6H8Q1-3,Protein,ABLM2_HUMAN,ABLIM2,"ABLM2_HUMAN,ABLIM2,1V6G,1WIG,2L3X,9606.ENSP00000393511,ENSG00000163995",,9606
P30154-3,Protein,2AAB_HUMAN,PPP2R1B,"2AAB_HUMAN,PPP2R1B,9606.ENSP00000311344,ENSG00000137713",,9606
P53396-3,Protein,ACLY_HUMAN,ACLY,"ACLY_HUMAN,ACLY,3MWD,3MWE,3PFF,5TDE,5TDF,5TDM,5TDZ,5TE1,5TEQ,5TES,5TET,6HXH,6HXK,6HXL,6HXM,6O0H,6POE,6POF,6QFB,6UI9,6UIA,6UUW,6UUZ,6UV5,9606.ENSP00000253792,CHEMBL3720,ENSG00000131473",,9606
Q9UKV3,Protein,ACINU_HUMAN,ACIN1,"ACINU_HUMAN,ACIN1,6G6S,9606.ENSP00000262710,ENSG00000100813",,9606
P62258-1,Protein,1433E_HUMAN,YWHAE,"1433E_HUMAN,YWHAE,2BR9,3UAL,3UBW,6EIH,9606.ENSP00000264335,CHEMBL3329082,ENSG00000108953,ENSG00000274474",,9606
Q9NUB1-2,Protein,ACS2L_HUMAN,ACSS1,"ACS2L_HUMAN,ACSS1,3GLR,3GLT,3GLU,4BVE,4BVF,4BVG,4C78,5Y4H,5YTK,9606.ENSP00000316924,ENSG00000154930",,9606
P35348,Protein,ADA1A_HUMAN,ADRA1A,"ADA1A_HUMAN,ADRA1A,9606.ENSP00000369960,CHEMBL229,ENSG00000120907",,9606
Q5TYW2,Protein,A20A1_HUMAN,ANKRD20A1,"A20A1_HUMAN,ANKRD20A1,9606.ENSP00000477695,ENSG00000260691",,9606
Q9NQ94-4,Protein,A1CF_HUMAN,A1CF,"A1CF_HUMAN,A1CF,2CPD,9606.ENSP00000378868,ENSG00000148584",,9606
Q8NFV4-2,Protein,ABHDB_HUMAN,ABHD11,"ABHDB_HUMAN,ABHD11,9606.ENSP00000222800,CHEMBL2189134,ENSG00000106077",,9606
Q9H568,Protein,ACTL8_HUMAN,ACTL8,"ACTL8_HUMAN,ACTL8,9606.ENSP00000364555,ENSG00000117148",,9606
Q15172,Protein,2A5A_HUMAN,PPP2R5A,"2A5A_HUMAN,PPP2R5A,6NTS,9606.ENSP00000261461,CHEMBL4763,ENSG00000066027",,9606
P28221,Protein,5HT1D_HUMAN,HTR1D,"5HT1D_HUMAN,HTR1D,9606.ENSP00000363748,CHEMBL1983,ENSG00000179546",,9606
Q9UH17-1,Protein,ABC3B_HUMAN,APOBEC3B,"ABC3B_HUMAN,APOBEC3B,2NBQ,5CQD,5CQH,5CQI,5CQK,5SXG,5SXH,5TD5,5TKM,6NFK,6NFL,6NFM,9606.ENSP00000327459,ENSG00000179750",,9606
Q9Y3Q7-3,Protein,ADA18_HUMAN,ADAM18,"ADA18_HUMAN,ADAM18,9606.ENSP00000265707,ENSG00000168619,ENSG00000278548",,9606
Q8IZP0-9,Protein,ABI1_HUMAN,ABI1,"ABI1_HUMAN,ABI1,9606.ENSP00000365312,ENSG00000136754",,9606
Q2M2I8,Protein,AAK1_HUMAN,AAK1,"AAK1_HUMAN,AAK1,4WSQ,5L4Q,5TE0,9606.ENSP00000386456,CHEMBL3830,ENSG00000115977",,9606
A5X5Y0-1,Protein,5HT3E_HUMAN,HTR3E,"5HT3E_HUMAN,HTR3E,9606.ENSP00000406050,CHEMBL4296087,ENSG00000186038",,9606
P42684-4,Protein,ABL2_HUMAN,ABL2,"ABL2_HUMAN,ABL2,2ECD,2KK1,2XYN,3GVU,3HMI,3ULR,4EIH,5NP3,5NP5,9606.ENSP00000427562,CHEMBL4014,ENSG00000143322",,9606
P22303-1,Protein,ACES_HUMAN,ACHE,"ACES_HUMAN,ACHE,1B41,1F8U,1PUV,1PUW,1VZJ,2CLJ,2X8B,3LII,4BDT,4EY4,4EY5,4EY6,4EY7,4EY8,4M0E,4M0F,4PQE,5FOQ,5FPQ,5HF5,5HF6,5HF8,5HF9,5HFA,6CQT,6CQU,6CQV,6CQW,6CQX,6CQY,6CQZ,6F25,6NEA,6NTG,6NTH,6NTK,6NTL,6NTM,6NTN,6NTO,6O4W,6O4X,6O50,6O52,6O5R,6O5S,6O5V,6O66,6O69,6U34,6U37,6U3P,9606.ENSP00000303211,CHEMBL220,ENSG00000087085",,9606
Q08AH1-2,Protein,ACSM1_HUMAN,ACSM1,"ACSM1_HUMAN,ACSM1,9606.ENSP00000301956,ENSG00000166743",,9606
P61163,Protein,ACTZ_HUMAN,ACTR1A,"ACTZ_HUMAN,ACTR1A,9606.ENSP00000358921,ENSG00000138107",,9606
Q9Y3L3,Protein,3BP1_HUMAN,SH3BP1,"3BP1_HUMAN,SH3BP1,4J9D,4J9F,9606.ENSP00000350018,ENSG00000100092",,9606
Q9H221-2,Protein,ABCG8_HUMAN,ABCG8,"ABCG8_HUMAN,ABCG8,5DO7,9606.ENSP00000272286,ENSG00000143921",,9606
O00763-3,Protein,ACACB_HUMAN,ACACB,"ACACB_HUMAN,ACACB,2DN8,2HJW,2KCC,3FF6,3GID,3GLK,3JRW,3JRX,3TDC,4HQ6,5KKN,9606.ENSP00000341044,CHEMBL4829,ENSG00000076555",,9606
Q9BTE6-2,Protein,AASD1_HUMAN,AARSD1,"AASD1_HUMAN,AARSD1,9606.ENSP00000400870,ENSG00000108825,ENSG00000266967",,9606
Q8WWZ7-3,Protein,ABCA5_HUMAN,ABCA5,"ABCA5_HUMAN,ABCA5,9606.ENSP00000376443,ENSG00000154265",,9606
Q8N961,Protein,ABTB2_HUMAN,ABTB2,"ABTB2_HUMAN,ABTB2,9606.ENSP00000410157,ENSG00000166016",,9606
Q96SE0-3,Protein,ABHD1_HUMAN,ABHD1,"ABHD1_HUMAN,ABHD1,9606.ENSP00000326491,ENSG00000143994",,9606
Q07001-1,Protein,ACHD_HUMAN,CHRND,"ACHD_HUMAN,CHRND,9606.ENSP00000258385,CHEMBL3011,ENSG00000135902",,9606
P36896-5,Protein,ACV1B_HUMAN,ACVR1B,"ACV1B_HUMAN,ACVR1B,9606.ENSP00000442656,CHEMBL5310,ENSG00000135503",,9606
O94929-3,Protein,ABLM3_HUMAN,ABLIM3,"ABLM3_HUMAN,ABLIM3,1UJS,2DJ7,9606.ENSP00000425394,ENSG00000173210",,9606
Q9UKU7-1,Protein,ACAD8_HUMAN,ACAD8,"ACAD8_HUMAN,ACAD8,1RX0,9606.ENSP00000281182,ENSG00000151498",,9606
Q8N961-2,Protein,ABTB2_HUMAN,ABTB2,"ABTB2_HUMAN,ABTB2,9606.ENSP00000410157,ENSG00000166016",,9606
P61981,Protein,1433G_HUMAN,YWHAG,"1433G_HUMAN,YWHAG,2B05,3UZD,4E2E,4J6S,4O46,5D3E,6A5S,6BYJ,6BYL,6BZD,6FEL,6GKF,6GKG,6S9K,6SAD,9606.ENSP00000306330,CHEMBL1293296,ENSG00000170027",,9606
Q8IZ83-3,Protein,A16A1_HUMAN,ALDH16A1,"A16A1_HUMAN,ALDH16A1,9606.ENSP00000293350,CHEMBL4295896,ENSG00000161618",,9606
P78314-1,Protein,3BP2_HUMAN,SH3BP2,"3BP2_HUMAN,SH3BP2,2CR4,3TWR,9606.ENSP00000422168,ENSG00000087266",,9606
Q8N2K0-1,Protein,ABD12_HUMAN,ABHD12,"ABD12_HUMAN,ABHD12,9606.ENSP00000365725,CHEMBL5516,ENSG00000100997",,9606
Q969K4-4,Protein,ABTB1_HUMAN,ABTB1,"ABTB1_HUMAN,ABTB1,9606.ENSP00000232744,ENSG00000114626",,9606
Q6P461,Protein,ACSM6_HUMAN,ACSM6,"ACSM6_HUMAN,ACSM6,9606.ENSP00000340296,ENSG00000173124",,9606
P04217-2,Protein,A1BG_HUMAN,A1BG,"A1BG_HUMAN,A1BG,9606.ENSP00000263100,ENSG00000121410",,9606
A8K2U0,Protein,A2ML1_HUMAN,A2ML1,"A2ML1_HUMAN,A2ML1,9606.ENSP00000299698,ENSG00000166535",,9606
Q9Y305-1,Protein,ACOT9_HUMAN,ACOT9,"ACOT9_HUMAN,ACOT9,9606.ENSP00000368605,CHEMBL4295987,ENSG00000123130",,9606
Q9H6R3-1,Protein,ACSS3_HUMAN,ACSS3,"ACSS3_HUMAN,ACSS3,9606.ENSP00000449535,ENSG00000111058",,9606
